id,***,***,valid,***,***,***,lang,name,text,type,skin,gender,tree,deity,chara,loot,isStatic,done,loc,original
3318,,,1,,,,JP,かわいすぎる妖精「セイレア」,,3,0,0,random,,,,1,1,specwing,
4891,,,1,,,,JP,淫乱たまたま娘,,6,0,0,,Harmony,,,0,0,,
8,,,0,,,,JP,,,0,0,0,,,,,0,0,,
794,,,1,,,,JP,壊れた人形「フラジール」,「わたしのからだ…これだけしか残ってないけれど、どこかの誰かの灯火になれますように」,2,0,0,,,,,0,0,,
4198,,,1,,,,JP,deepmoon,「街の階段を窃盗して自宅に設置すると、その街にワープできるようになるぞ！」,2,0,0,,,,,1,1,kapul,
4743,,,1,,,,JP,誰かの傍にいたい「月の欠片」,,4,0,0,,,rabbit,,0,0,,兎
5471,,,1,,,,JP,聡明な愚者「うちゅー」,「最後に必要なのは知識ではない、食べ物だ！」,1,2,0,,,,book,0,0,,本（ランダム希望）
77,,,1,,,,JP,御稲荷派「狐玉」,,6,0,2,,Luck,,,0,0,,
2035,,,1,,,,JP,哀れな探索者「クロハコ」,「ここに宝物が埋まってる筈なんだ！！*チョドーン*」,1,5,0,,,,map_treasure,0,0,,宝の地図
1060,,,1,,,,JP,風の旅人「風来人1号」,「さて今日も旅に出ようか」,1,0,0,,,,shoes,1,1,god,履物
4906,,,1,,,,JP,ウートフおじさん「yesu」,「イルヴァの大地にこの灯りが輝く限り、私の目にも光が差し込むでしょう」,2,0,0,,,,,0,0,,
6002,,,1,,,,JP,荒川を走りぬける「イニ子」,,4,0,1,,,dog,,0,0,,犬
471,,,1,,,,JP,うっかり冒険者「パラド」,「どうして誰も助けてくれないんだ…」,1,5,0,,,,crimAle,0,0,,呪い酒
639,,,1,,,,JP,帝国特異技術被検体「改良型：プロトみーちゃん」,,5,2,0,,,,,0,0,,
1882,,,1,,,,JP,MURAKUMO,,7,3,0,,,,,0,0,,
4774,,,1,,,,JP,暗き者「ハーティ」,,5,4,0,,,,,0,0,,
5985,,,1,,,,JP,もちもち「おもち」,,4,0,0,,,putty,,0,0,,白いスライム（プチ）
5987,,,1,,,,JP,言葉の崇拝者「コト」,「我、学窓を訪う蛍火とならん」,2,0,0,,,,,0,0,,
81,,,1,,,,JP,歴史の歌い手「クレイグ」,「人から人へ、受け継がれる光」,2,0,0,,,,,0,0,,
324,,,1,,,,JP,ぽりー,,4,0,1,,,llama,,0,0,,ラマ
536,,,1,,,,,"""Lulu"" The Drunk Dog",,4,0,2,,,dog,,0,0,,Dog
909,,,1,,,,JP,猫のような無限「モナカ」,「祈りは必要ない。我が魂は転生し、次の生を謳歌しているだろう。遺品がまだ残っているのなら、持っていくがいい」,1,1,0,,,,chest3,1,1,god,宝石で飾られた宝箱
1042,,,1,,,,JP,妹にされた「みよかわ」,,5,3,0,,,,,1,1,cursed manor,
1523,,,1,,,,JP,虹の泣き声「ミツキ」,「空のむこうにもわたしの演奏を届けたくなりました」,1,3,0,,,,lute,0,0,,楽器
2927,,,1,,,,JP,鉢植えの「さぼてん」,「どこにだって行けるし、なんだってできるはず！...はず！」,2,0,0,,,,,1,1,yowyn,
3120,,,1,,,,JP,エイスに忘れ去られし者「セイヤ」,,3,0,0,random,,,,1,1,olvina,
3199,,,1,,,,JP,研究者「ラック」,,6,0,2,,Machine,,,1,1,noyel,
4220,,,1,,,,,"""Clara"" The Safe",,6,0,1,,Wind,,,0,0,,
5102,,,1,,,,JP,鉄塔住まいの「シナタ」,,4,0,2,,,cancer,,0,0,,蟹（犬） *Elinに火蟹がいればそれでお願いします
5498,,,0,,,,,,,0,0,0,,,,,0,0,,
5631,,,1,,,,JP,残骸の足元に落ちていた本「私たちのバイブル」,「主と私たちは尊重の真心によって一体となる。あなたの存在は私たちが証明する。私たちの言葉があなたの味方になる。」,1,1,0,,,,204,0,0,,散らかった本
243,,,1,,,,JP,FishmanHorizon,「釣りは生活を豊かにする。釣りをしたまえ」,1,0,0,,,,fishingRod,0,0,,
2329,,,1,,,,JP,ろみ,「――日常にほんの少し、狂気を」,1,5,0,,,,234,0,0,,ゲームブック
4624,,,1,,,,,"""Danikuh"" Hopeless Necromantic",,5,2,0,,,,,1,1,cursed manor,
5378,,,1,,,,JP,紡がれし音色の奏者「クロコ」,「私が倒れてもきっと誰かがこの音色を紡いでいってくれるから」,1,0,0,,,,instrument_violin,0,0,,武器
440,,,1,,,,JP,マッシュ,「吊れば無敵になれると聞いたのに」,1,0,0,,,,862,0,0,,"渓流ロープ,頑丈なロープ"
929,,,1,,,,JP,幻想の元素「イツパトラー」,,6,0,0,,Element,,,1,1,kapul,
1373,,,1,,,,,Oak,,3,0,0,mahogany,,,,0,0,,
1705,,,1,,,,JP,闇が大好き「リュウヘイ」,,4,0,2,,,mandrake,,0,0,,ドラゴン系
2606,,,1,,,,,Stella Irae,"""Scut! What the nyou talk funny... Did my bag just kill me?""",1,5,0,,,,spellbook,0,0,,"Spellbook of 4-Dimensional Pocket (if that doesn't exist in Elin, an equivalent spell or, alternatively, any random spellbook)"
3030,,,1,,,,JP,風のオーケストラ「タクロー」,,3,0,0,random,,,,0,0,,
3152,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3680,,,1,,,,JP,ネットミーム「なんて事だ、もう助からないゾ、ハート」,,6,0,0,,Machine,,,0,0,,
5422,,,1,,,,JP,ace job,（死因は餓死のようだ）,1,2,0,,,,ring,0,0,,刀
5504,,,1,,,,,"""Coco"" The Cocoa Bean",,4,0,2,,,rabbit,,0,0,,Rabbit
5715,,,0,,,,JP,,,0,0,0,,,,,0,0,,
1958,,,1,,,,JP,永遠の赤「AKARI」,,5,4,0,,,,,0,0,,
2567,,,1,,,,JP,哲学猫「ぽに」,,4,0,0,,,cat,,1,1,kapul,猫
3067,,,1,,,,,"""Pete""",,4,0,0,,,dog,,0,0,,
3230,,,1,,,,JP,仏心鬼手の治癒師「Yukkie」,「一つでも多く...!」,1,5,0,,,,potion,0,0,,重症治癒のポーション
4125,,,1,,,,,"""Gorbage"" The Filthy",,4,0,1,,,putty,,0,0,,Putit
4176,,,1,,,,JP,血まみれ「ヨドラ」,「一杯の井戸水を求めて、数多の冒険者が魂だけになった。あぁ、すばしっこい奴らめ！！」,1,0,0,,,,water,0,0,,水
4179,,,1,,,,JP,狐の魂｢ミケ｣,,4,0,2,,,dog,,0,0,,狐(仔犬)
5064,,,0,,,,JP,「星光の導きを！」,,0,0,0,,,,,0,0,,
5915,,,1,,,,JP,温かなひかり「ネオンクロシバ」,,5,0,0,,,,,0,0,,
390,,,1,,,,JP,歴史を見る「ヒストリオ」,「本は明るい場所で読もう」,2,0,0,,,,,0,0,,
805,,,1,,,,,"""Penta"" The Disloyal Dog",,4,0,1,,,dog,,0,0,,Dog
866,,,1,,,,JP,腹を切るもの「ボーン伯爵」,「腹切っても腹切ってもただの骨」,1,0,0,,,,dagger,0,0,,包丁
873,,,1,,,,,"""Zoomerman"" Last Witness","""May we witness the moment of final victory together.""",2,0,0,,,,,0,0,,
936,,,1,,,,,Adria,,5,3,0,,,,,0,0,,
1589,,,1,,,,JP,腐っても妹「エミリー」,,5,3,0,,,,,1,1,cursed manor,
2406,,,0,,,,,,,0,0,0,,,,,0,0,,
3016,,,1,,,,JP,太すぎた者「でぶ」,「んぎもち」,1,2,0,,,,681,1,1,graveyard,アップルパイ
3022,,,0,,,,,,,0,0,0,,,,,0,0,,
3064,,,1,,,,JP,「優美な女性」,,3,0,0,cherry,,,,0,0,,
3964,,,1,,,,JP,愛されし奴隷「みぃ」,,7,3,0,,,,,1,1,casino,
4167,,,1,,,,JP,よしののさと,,5,0,0,,,,,0,0,,
4545,,,1,,,,JP,不快な笑顔「カザリ」,「ボクを信じて…」,2,0,0,,,,,0,0,,
4574,,,1,,,,JP,Halycoma00,,7,2,0,,,,,1,1,casino,
5325,,,1,,,,,Angelica,,5,0,0,,,,,0,0,,
5480,,,0,,,,JP,,,0,0,0,,,,,0,0,,
5672,,,0,,,,,,,0,0,0,,,,,0,0,,
5882,,,1,,,,JP,夜明けを待つ者「真耶」,「一つの時代、一つの灯火、その足跡をここに」,2,0,0,,,,,0,0,,
5917,,,1,,,,,"""Snowy"" the Battle Scarred Cat",,4,1,2,,,cat,,0,0,,Silver Cat (Cat)
53,,,1,,,,JP,料理に命をささげた「オウエ」,「生きて、喰って、死ぬ、最高だぜ」,1,2,0,,,,dagger,0,0,,包丁
538,,,1,,,,JP,さすらいの釣り人「Lua」,「良い一日を！」,2,0,0,,,,,0,0,,
706,,,1,,,,JP,冷静沈着の男「デイ」,「「懐に一切れのパンさえあればどこまでだって歩いていける」って、誰が言った言葉だったか……」,1,1,0,,,,jerky,1,1,graveyard,干し肉
1478,,,1,,,,JP,異端の冒険者「ナナシノ」,,3,0,0,random,,,,0,0,,
1548,,,1,,,,JP,井戸水を求め彷徨うプチ「鋼缶」,,4,0,0,,,putty,,0,0,,機械っぽいプチ
2645,,,1,,,,JP,月に踊る者「ルナティリス」,「信じて、前へ」,2,0,0,,,,,0,0,,
2979,,,1,,,,JP,寵愛の祭壇「ミズ」,,6,0,1,,Healing,,,1,1,kapul,
3002,,,1,,,,,A Wandering Minstrel,"""Always look toward brighter days!""",2,0,0,,,,,0,0,,
3047,,,1,,,,JP,お散歩日和「さんぽどき」,,3,0,0,cherry,,,,1,1,olvina,
3124,,,1,,,,CN,「一般冒险者U」,「啊？」,1,3,0,,,,cloak,0,0,,可以缓减以太病的披风
3127,,,1,,,,JP,蝸牛先輩,,5,5,0,,,,,1,1,cursed manor,
3169,,,1,,,,,"""Spencer"" The Eternal Choice",,6,0,0,,Harvest,,,0,0,,
3190,,,1,,,,,"""Darien"" the Gastropodly",,7,3,0,,,,,0,0,,
2,,,1,,,,,Senko san,,4,0,0,,,twintail,,0,0,,fox
3634,,,1,,,,JP,癒し系戦車「きうななしき」,,6,0,2,,Machine,,,0,0,,
3880,,,0,,,,,"""Richard"" A Fool",,0,0,0,,,,,0,0,,
4145,,,1,,,,JP,モグラを追う者「チャカ」,「また騙されたな」,1,4,0,,,,dagger_ninto,0,0,,刀
4182,,,0,,,,JP,,,0,0,0,,,,,0,0,,
4380,,,0,,,,,,,0,0,0,,,,,1,0,,
4473,,,1,,,,JP,18歳JD「シイタケ」,「シイタケお兄ちゃんだよぉ」,1,0,0,,,,panty,1,1,graveyard,ギャルのパンティ
4508,,,0,,,,JP,,,0,0,0,,,,,0,0,,
4566,,,1,,,,JP,「射手座の守護者」ミューズ,「非モテだけどクッキー焼いたよ～」,1,4,0,,,,695,0,0,,クッキー
4869,,,0,,,,,,,0,0,0,,,,,0,0,,
5025,,,1,,,,JP,揺蕩う者「ナンサン」,「今日もいい天気だな」,1,2,0,,,,blunt_club,0,0,,武器
5177,,,1,,,,JP,meyan,「今日からまた日記をつけることにしよう」,1,0,0,,,,book,0,0,,本
5206,,,1,,,,JP,忠プチ「たた」,,4,0,0,,,putty,,0,0,,
5225,,,1,,,,CN,"""Rusterday"" True genius","""3C Jian Da Lao Ba Laugh""",1,2,0,,,,58,0,0,,beer.
5263,,,0,,,,,as long as you give it this name. If you can make it a special weapon,,0,0,0,,,,,0,0,,
5454,,,0,,,,JP,,,0,0,0,,,,,1,0,,
5468,,,1,,,,JP,放浪する機械「ジャンバー」,「ガチャガチャ……カチｯ……ピーピーピー！エラーエラー！！」,2,0,0,,,,,0,0,,
5515,,,1,,,,JP,悠久の旅人「七空」,「蘇生中…蘇生中…」,1,2,0,,,,boots_,0,0,,足装備
5818,,,1,,,,JP,楽天的な「ソルナレク」,,4,0,2,,,silverwolf,,0,0,,銀狼(狼もしくは仔犬)
202,,,1,,,,JP,「コボルトスレイヤー」名無し,「両手持ちには気をつけろ」,1,2,0,,,,blunt_hammer,0,0,,大槌
545,,,1,,,,JP,破壊の天使「ウィローサ」,,3,0,0,random,,,,0,0,,
1201,,,1,,,,JP,Yoshi,,6,0,2,,Healing,,,0,0,,
1595,,,0,,,,JP,,,0,0,0,,,,,0,0,,
1685,,,1,,,,,"""Sasha"" The Clueless Cat",,4,0,1,,,cat,,0,0,,Cat
2368,,,0,,,,JP,,,0,0,0,,,,,0,0,,
2737,,,1,,,,,Ruka,,4,0,1,,,dog,,0,0,,Dog
2919,,,1,,,,JP,イッツ・マイ・カレー「トモヒロ」,,6,0,2,,Oblivion,,,0,0,,
3179,,,1,,,,JP,働く鼠「ナメタケ」,「労働はやはり身体に悪い……」,1,3,0,,,,axe_hand,0,0,,武器
3243,,,0,,,,,,,0,0,0,,,,,0,0,,
3328,,,1,,,,JP,たれみみの「まり」,,4,0,1,,,rabbit,,0,0,,青兎
3613,,,1,,,,JP,慈悲の手「ゆき」,「さて、行こうぜ。相棒」,2,0,0,,,,,1,1,kapul,
4584,,,1,,,,JP,何者かになりたかった「マナフォ」,「失う前に、大切なんだって気づけるといいな」,1,0,0,,,,casino_coin,0,0,,コイン
4585,,,1,,,,JP,子羊「御神酒」,,6,0,1,,Luck,,,0,0,,
4795,,,1,,,,JP,夢の世界に漂う者「Ryo」,「羊が一匹、羊が二匹……」,2,0,0,,,,,0,0,,
5219,,,1,,,,JP,傷付いた「イナバ」,,4,0,1,,,rabbit,,0,0,,兎
5326,,,1,,,,,"""Raquesis"" Loving Righteousness","""I'll find the cursed halberd that stops time, or die trying! After that, I'll go home and eat a nice apple parfait...""",1,5,0,,,,dagger_ninto,1,1,graveyard,wakizashi
5478,,,0,,,,JP,,,0,0,0,,,,,0,0,,
5488,,,1,,,,JP,テン,,7,0,0,,,,,0,0,,
5529,,,1,,,,JP,竜を求めし風「ツヅラ」,「わたしが りゅうきしだ！！ りゅうきしと ひりゅうがぜつめつだ？ でたらめを いうな！」,1,3,0,,,,texture,0,0,,竜鱗素材のアイテム
43,,,1,,,,,mameta,,7,0,0,,,,,0,0,,
121,,,0,,,,JP,,,0,0,0,,,,,0,0,,
128,,,1,,,,JP,ガチャに勝てない「aoxola」,,6,0,1,,Luck,,,0,0,,
183,,,1,,,,JP,隻腕の白狼「ガリバス」,「イキりカボチャ撲滅活動実施中！君も一緒に害悪カボチャ共を駆除しよう！」,2,0,0,,,,,0,0,,
197,,,1,,,,JP,黒猫亭の猫「ちろあこ」,,4,0,1,,,cat,,0,0,,猫
287,,,1,,,,JP,明日を信じる者,「これさえ実れば」,1,0,0,,,,seed,1,1,specwing,種
345,,,1,,,,JP,銀をまといし微笑み「ヨル」,「お前も目的を持って、この地を訪れたんだな。まあ、お互い頑張ろうぜ」,2,0,0,,,,,0,0,,
382,,,1,,,,JP,迷走する期待のホープ「ミッタン＝カーズゥイ」,「俺このフィールドワークが終わったら学位論文書くんだ……」,1,5,0,,,,book_ancient,0,0,,古書物
592,,,0,,,,JP,,,0,0,0,,,,,0,0,,
658,,,1,,,,JP,お野菜大好き「にんじんのすけ」,,5,2,0,,,,,0,0,,
800,,,1,,,,JP,キキエイ,,7,0,0,,,,,0,0,,
865,,,1,,,,JP,旅する妖精「カヤ」,「未だ見ぬ世界へ導いて！」,2,0,0,,,,,0,0,,
932,,,1,,,,,Silica Aruass,,5,1,0,,,,,0,0,,
962,,,1,,,,JP,とろっぴ,,6,0,1,,Luck,,,0,0,,
1074,,,1,,,,JP,よつばちゃん,,4,0,1,,,cow,,0,0,,牛
1227,,,1,,,,JP,休暇を満喫する「トム」,「短い休暇だったな……」,1,3,0,,,,fail_dish,1,1,graveyard,ダメージを受ける料理
1320,,,1,,,,JP,幸運な愚か者「イーロイ」,「今日はツイてるな！！」,1,5,0,,,,671,1,1,derphy,パン
1509,,,1,,,,JP,終わりなき雪月花「しゃっきょう」,,6,0,1,,Healing,,,0,0,,
1511,,,1,,,,JP,妄想に呑まれたトナカイ「つぇる」,,4,0,2,,,reindeer,,0,0,,トナカイ
1545,,,1,,,,JP,ペリドットを狩る吟遊詩人「ツベロサ」,「ワンちゃんが群れている！あの中にうちの子がいるかも……」,1,2,0,,,,amulet_jewel,0,0,,首輪（犬を連想させるもの）
1557,,,1,,,,JP,爛れを喰らう者「ジョン・レオパルド」,「儚い光が暗く不安定で曖昧で暗い道の足元を照らしてくれる…」,2,0,0,,,,,1,1,olvina,
1630,,,1,,,,JP,なとりさん,,3,0,0,cherry,,,,0,0,,
1778,,,1,,,,JP,黄昏の戦士「ケルヴァン」,「それでもあなたの道を行け」,2,0,0,,,,,0,0,,
1989,,,0,,,,JP,,,0,0,0,,,,,0,0,,
2032,,,1,,,,JP,集める者「baron」,「ま、まだインベントリが破裂する程のアイテムを集めてないのに…」,1,5,0,,,,815,1,1,thive guild,木彫りの人形
2573,,,1,,,,JP,人になりたいはじけ魚「nsBeee」,,4,0,0,,,test16,,0,0,,はじけ魚(ドラゴン)
2580,,,1,,,,JP,釣りまくる研究者「Okazu」,「女神様…せめて最期にこの身を捧げま…しまった、まだ死体じゃないから…無念」,1,2,0,,,,deadbody,0,0,,釣りまくる研究者のOkazuの死体
2610,,,0,,,,,,,0,0,0,,,,,0,0,,
2876,,,1,,,,JP,ボロボロな「T2023」,,6,0,0,,Machine,,,0,0,,
2916,,,1,,,,JP,人見知りな愛猫「ティガ」,,4,0,2,,,cat,,0,0,,
2957,,,1,,,,JP,ふたばの支配者「としんか」,「あうぅ・・・限定ガチャでピックアップキャラが天井まで出なかった・・・」,1,0,0,,,,casino_coin,0,0,,コイン
3098,,,1,,,,JP,殺したいほど愛したい「オバケ」,,5,5,0,,,,,0,0,,
3370,,,1,,,,JP,独身貴族「ひげ」,「ここが私の旅の終着点、この世界は楽しかった、唯一の心残りは…」,1,0,0,,,,ring_engagement,0,0,,結婚指輪
3498,,,1,,,,,"""Yuri"" The Yuricon",,6,0,1,,Harmony,,,0,0,,
3778,,,0,,,,JP,,,0,0,0,,,,,1,0,,
3948,,,1,,,,JP,虚無主義の代表「チェルベス」,「目的を思い出せ」,2,0,0,,,,,0,0,,
3952,,,0,,,,,,,0,0,0,,,,,1,0,,
4109,,,0,,,,,,,0,0,0,,,,,0,0,,
4487,,,1,,,,JP,彼方者の「エタンセル」,「かんちゅんかんちゅんかんまんしょぉ！（訳：良い冒険の旅を！）」,1,0,0,,,,amulet_talisman,0,0,,タリスマン（お守り）
4603,,,1,,,,JP,ただの妹「toroge」,,5,5,0,,,,,0,0,,
4611,,,0,,,,JP,3,,0,0,0,,,,,0,0,,
4623,,,1,,,,JP,美しい緋色の目「みどりむし」,,6,0,0,,Harvest,,,0,0,,
4638,,,1,,,,JP,神のための瞳「スイレン」,「あんなに祈ったのに……」,1,3,0,,,,altar,0,0,,ランダムな神の祭壇
4721,,,0,,,,,,,0,0,0,,,,,0,0,,
4756,,,1,,,,JP,時を溶かす灰刃「アナザー」,,7,0,0,,,,,1,1,casino,
5072,,,1,,,,JP,車輪の獣狩り「シオン」,「この先、光が必要だ」,2,0,0,,,,,0,0,,
5222,,,1,,,,JP,ランタウロス「acht-aale」,「今日は目出度い！乾杯だ！」,2,0,0,,,,,0,0,,
5277,,,1,,,,,"""Leythn"" Lunatic Tactician",,6,0,2,,Healing,,,1,1,kapul,
5351,,,0,,,,,,,0,0,0,,,,,0,0,,
5414,,,1,,,,JP,エーテル病の末路「サノ」,,4,0,1,,,dog,,0,0,,"ケルベロス(コボルト,犬)"
5516,,,1,,,,JP,可愛すぎる腐肉「べるた」,,5,3,0,,,,,0,0,,
5520,,,1,,,,JP,微笑まぬ久遠「ニポポ」,,6,0,1,,Oblivion,,,0,0,,
5581,,,1,,,,JP,在る白兎「メヴィエ」,,4,0,0,,,rabbit,,0,0,,兎
5625,,,1,,,,JP,バトルスクール出身の「づえ」,「覚えておけ、敵のゲートは「下」だ」,1,2,0,,,,gun,0,0,,銃
5696,,,1,,,,,“Straw” The Cursed One,,4,0,2,,,bearCub,,0,0,,Penguin (Bear)
5820,,,1,,,,JP,星の娘「あん箱」,「各地の祭りの記憶と共に、このランタンがあなたの暖かな夜を照らします」,2,0,0,,,,,0,0,,
6027,,,1,,,,JP,とてもかわいい犬「チョコ」,,4,0,1,,,dog,,0,0,,犬
230,,,1,,,,JP,竹輪大明神「コロロ」,「ちくわすら持ってねぇ」,1,0,0,,,,93,0,0,,魚(白身魚。可能ならスケトウダラまたはサメ)
264,,,1,,,,JP,どうしようもない僕「だったん」,「旅する者の灯火に」,2,0,0,,,,,0,0,,
304,,,1,,,,,"""Starborn"" The Mushy Putit",,4,0,1,,,putty_snow,,0,0,,Snow Putit
424,,,1,,,,,"Sage of the Moonlight Blade ""Hachimitsu""","""It is our duty to witness the final moments of these myriad worlds.""",1,0,0,,,,tool_talisman,0,0,,
455,,,1,,,,JP,長靴を履いた霊猫「リドル」,,4,0,2,,,cat,,0,0,,猫
519,,,1,,,,JP,無を追いし旅人「テチ」,「そのランタンの灯は火ではなく、ランタンに閉じ込められた冒険者の魂が蠢いている姿である」,2,0,0,,,,,0,0,,
577,,,1,,,,JP,野生の餅「アンビン」,,4,0,2,,,putty,,0,0,,プチ
753,,,1,,,,JP,ギャンブル・オブ・ホープ「レジ」,「何が出るかな？」,1,1,0,,,,potion,1,1,derphy,突然変異のポーション
974,,,1,,,,JP,罰に苦しむ幻影「あさのま」,,6,0,2,,Harvest,,,0,0,,
1005,,,1,,,,JP,白き花一華「アネモネ」,「こっちじゃ！」,1,3,0,,,,537,0,0,,アネモネの花
1153,,,1,,,,JP,経穴を突くもの「つぼりん」,「良き指圧師になりたかった……」,1,0,0,,,,cheese,0,0,,食品
1161,,,0,,,,,,,0,0,0,,,,,0,0,,
1296,,,0,,,,,"""Natsugu""",,0,0,0,,,,,0,0,,
1409,,,1,,,,,"Stardust Snail ""reblank""",,5,0,0,,,,,0,0,,
1468,,,1,,,,JP,嫁猫「ちひろ」,,4,0,1,,,cat,,0,0,,仔猫
1492,,,1,,,,,"""Shadow"" Barkface Fluffybutt",,4,0,2,,,dog,,0,0,,Grey Wolf (Dog)
1828,,,1,,,,JP,可能性の狩り人「トモ」,「可能性はあった・・・」,1,0,0,,,,blunt_club,0,0,,
2502,,,1,,,,,"""Nelson""",,4,0,0,,,cat,,0,0,,
3280,,,1,,,,,Rest here for as long as you like,,3,0,0,random,,,,0,0,,
3375,,,1,,,,,"""Rena"" Yandere Doll",,5,3,0,,,,,1,1,cursed manor,
3481,,,1,,,,JP,心ある放浪者「ウード」,「ああ、自由よ。私の代わりに、これを。」,1,3,0,,,,bow,1,1,derphy,弓
4186,,,1,,,,JP,幸せを集める旅「ハワワ」,「ハッピーになりたい」,2,0,0,,,,,0,0,,
4437,,,1,,,,,"""Lyan"" The Bondsmith","""The ancient words shall be spoken again... Life before death, strength before weakness and journey before destination.""",1,3,0,,,,spellbook,0,0,,Book/Magic Book
4445,,,1,,,,,"""Idola"" the Cute Wacko","""I'm so so SO excited for today's concert! It's gonna be my first time performing in front of everybody! I hope they all like it.""",1,5,0,,,,mic,0,0,,Instrument (Lute preferred unless there's a Microphone or other singing-focused instrument)
4527,,,1,,,,JP,虎の威を借る「キツネ」,,4,0,1,,,cat,,0,0,,猫（犬）
4556,,,0,,,,JP,,,0,0,0,,,,,0,0,,
4570,,,1,,,,JP,"""肉""",,4,0,0,,,cat,,0,0,,Cursed Raven (Heavenly Kitten)
4588,,,0,,,,,,,0,0,0,,,,,0,0,,
4589,,,0,,,,JP,イレギュラーハンター「エックス」,「どうしてイレギュラーは発生するんだろう」,0,0,0,,,,,0,0,,
4591,,,1,,,,JP,血染めの紅葉「モミジ」,,5,4,0,,,,,0,0,,
4615,,,1,,,,JP,打ち揚げられた海老「reet」,「こんな所で君に会えるなんて、嬉しいねぇ…。私を食べていくかい？とても美味しいよ…」,1,0,0,,,,skin,0,0,,海老
4746,,,0,,,,,,,0,0,0,,,,,0,0,,
4926,,,1,,,,JP,緑の髪の少年「らっち」,「穏やかに とこしえに 幸せを願う」,2,0,0,,,,,0,0,,
4961,,,1,,,,,"""mUiUm"" The Radiant Smile",,4,0,1,,,alpaca,,0,0,,Alpaca
4977,,,1,,,,JP,シズク,,5,5,0,,,,,0,0,,
5030,,,1,,,,,Crayll,,6,0,2,,Harvest,,,0,0,,
5067,,,1,,,,JP,大地に染み渡る「あーびん」,,5,4,0,,,,,1,1,cursed manor,
5158,,,1,,,,JP,砂糖まみれの「サキ」,,4,0,1,,,sister,,0,0,,妹
5284,,,1,,,,JP,星月の欠片「九月。」,,4,0,1,,,rabbit,,1,1,noyel,兎
5653,,,1,,,,,Em Laeser,"""Let the flame burn and remember me. Dust to Ash, go forth and have fun.""",2,0,0,,,,,0,0,,
5655,,,0,,,,JP,,,0,0,0,,,,,1,0,,
5822,,,1,,,,,"""Yang""",,4,0,0,,,putty,,0,0,,Black Putit
6042,,,1,,,,JP,天城総司,「生きたかったが、生き絶えた。」,1,3,0,,,,sword_claymore,0,0,,骸剣（大剣）
1,,,1,,,,,Asagiri Otomo,,6,0,1,,Element,,,0,0,,
14,,,1,,,,JP,のいあー,「この時を長年待っていたんだ」,2,0,0,,,,,0,0,,
25,,,1,,,,JP,緩やかな時間「パティシア」,,3,0,0,cherry,,,,0,0,,
27,,,0,,,,,,,0,0,0,,,,,0,0,,
33,,,1,,,,JP,クッキー,,4,0,2,,,dog,,0,0,,犬
41,,,1,,,,JP,Gazelle,,7,3,0,,,,,1,1,casino,
58,,,1,,,,,"""Tsubasa"" The Fennec Fox","""I will find you my love, if it is the last thing I do""",1,5,0,,,,axe_battle,0,0,,weapon
85,,,0,,,,JP,,,0,0,0,,,,,0,0,,
102,,,1,,,,JP,永遠の孤独「クドコ」,「やっと見つけた巻物なのにもう読む力も残っていないの、この巻物を読んだ人は大切に…仲良くしてあげてね…」,1,3,0,,,,1174,0,0,,★妹の日記または援軍の巻物
103,,,1,,,,JP,非常食,,4,0,2,,,cancer,,0,0,,蟹（羊）
141,,,1,,,,JP,レーシャ,,6,0,1,,Luck,,,0,0,,
164,,,1,,,,JP,迷い猫「ニペ」,,4,0,1,,,cat,,0,0,,猫
179,,,1,,,,JP,不吉な頭の「ハゲ」,,6,0,2,,Harvest,,,1,1,kapul,
196,,,1,,,,JP,紛い物の読書家「蓬」,「この明りは実に読書のおともに最適だ。気に食わなかったらくべてしまえるもの」,2,0,0,,,,,0,0,,
212,,,1,,,,JP,蒸留されし雲「オーリオル」,,6,0,2,,Luck,,,0,0,,
241,,,1,,,,,"""LifeFF"" The White Rat",,3,0,0,birch,,,,0,0,,
273,,,1,,,,JP,竟天の妹「ベル」,,5,4,0,,,,,1,1,cursed manor,
296,,,1,,,,JP,深淵より覗きし双眸「クロ」,,4,0,1,,,cat,,0,0,,少女（猫）
357,,,1,,,,JP,やっぱり弟「kokoax」,「お姉ちゃんっていいよね」,1,1,0,,,,pole_trident,0,0,,武器
373,,,1,,,,JP,脳を機械に接ぐ者「エマ」,「脳デバイスの過負荷を検知、で、デバッグしててててて…ｶﾞｯﾋﾟｯ」,1,0,0,,,,571,0,0,,"テレビ,機械類"
419,,,1,,,,JP,性戦士「らみたろう」,,6,0,2,,Wind,,,0,0,,
429,,,1,,,,JP,なまこを煮込んだうどん「リッキー」,,6,0,1,,Machine,,,0,0,,
436,,,1,,,,JP,Kyo,「………！」,1,0,0,,,,rod,1,1,lumiest,杖
486,,,1,,,,JP,種馬「エスロック」,,4,0,2,,,horse,,0,0,,馬
499,,,1,,,,JP,来世は室内飼い「たなかす」,,4,0,0,,,cat,,0,0,,
503,,,1,,,,JP,RHA5mm,「ジュア様のエロ本が欲しかった……」,1,4,0,,,,234,1,1,derphy,エロ本
540,,,1,,,,JP,路端の虹色「アコタ」,「死ぬほど飲みたい気分だったんだ」,1,5,0,,,,crimAle,0,0,,酒系の飲み物
542,,,0,,,,,3,,0,0,0,,,,,0,0,,
602,,,1,,,,JP,翌桧の杖「テオドール」,,3,0,0,random,,,,0,0,,
