id,name_JP,unknown_JP,unit_JP,naming,name,unit,unknown,category,***,sort,_tileType,_idRenderData,tiles,altTiles,anime,skins,size,colorMod,colorType,recipeKey,factory,components,disassemble,defMat,tierGroup,value,LV,chance,quality,HP,weight,electricity,trait,elements,range,attackType,offense,substats,defense,lightData,idExtra,idToggleExtra,idActorEx,idSound,tag,workTag,filter,roomName_JP,roomName,detail_JP,detail
container_shipping_farm,農民の出荷箱,,個,,farmer's shipping chest,,,util,,100,ObjBig,obj,1024,1124,,,,100,,,,log,,wood_acacia,,1200,4,0,4,100,10000,0,FarmChest,,1,,,,,,,,,,,,,"倉庫,収納庫,荷物室,物置","Storeroom,Stockroom,Depot,Storage",,
container_shipping,出荷箱,,個,,shipping chest,,,util,,100,ObjBig,obj,1024,1124,,,,100,,,workbench,"log/2,string/2,stick/2",,palm,,1200,4,0,0,100,10000,0,"ShippingChest,8,5",,1,,,,,,,,,,,,,"倉庫,収納庫,荷物室,物置","Storeroom,Stockroom,Depot,Storage",中に入れたものを出荷してくれる箱だ。店で直接売るよりも高値で売れ、出荷量に応じて金塊ももらえる。,"A box that ships the items placed inside it. Items sold through it fetch a higher price than selling directly at a store, and earn you gold bars based on the shipment volume."
container_shippingBig,巨大出荷箱,,個,,big shipping chest,,,util,,100,ObjBig,obj,1024,1124,,,,100,,Loytel,workbench,"log/20,string/10,stick/20",,palm,,4000,34,0,0,100,10000,0,"ShippingChest,14,9",,1,,,,,,,,,,,,,"倉庫,収納庫,荷物室,物置","Storeroom,Stockroom,Depot,Storage",中に入れたものを出荷してくれる箱だ。店で直接売るよりも高値で売れ、出荷量に応じて金塊ももらえる。,"A box that ships the items placed inside it. Items sold through it fetch a higher price than selling directly at a store, and earn you gold bars based on the shipment volume."
container_magic,収納箱,,個,,storage chest,,,util,,100,ObjBig,obj,1137,1138,,"2,4,6",,100,,,,log,,willow,,1200,4,0,4,100,20000,0,"MagicChest,12,8,chest_magic",,1,,,,,fridge,,,,,,,,"倉庫,収納庫,荷物室,物置","Storeroom,Stockroom,Depot,Storage",たくさんのアイテムを収納できる箱だ。,A chest that can store a large number of items.
container_saisen,賽銭箱,,個,,offering box,,,util,,100,ObjBig,obj,1136,,,,,100,,,,log,,palm,,1200,4,0,0,100,10000,0,"ShippingChest,8,5",,1,,,,,,,,,,,,,"倉庫,収納庫,荷物室,物置","Storeroom,Stockroom,Depot,Storage",,
container_deposit,金庫,,個,,safe,,,container,,100,ObjBig,obj,1403,1303,,,,100,,,,log,,iron,,7900,13,1000,0,100,35000,0,"Deposit,4,2",,1,,,,,,,,,,,,,宝物庫,Hoard,,
bank,貯金箱,,個,,bank,,,container,,100,,obj_S,1606,,,,,0,,,,ingot,,plastic,,600,1,1000,0,100,500,0,Bank,,1,,,,,,,,,,,,,,,中にオレンを入れておくことができる箱だ。中身を取り出すには、どうにかして割る必要がある。,"A container that can hold orens inside. To retrieve its contents, you’ll have to break it somehow."
chest_tax,納税箱,,個,,tax chest,,,util,,100,,obj_S,1620,,,,,100,,,,log,,pine,,6000,1,0,0,100,12000,0,TaxChest,,1,,,,,,,,,,,,supply,,,,
chest_merchant,商人の鞄,,個,,merchant chest,,,util,,100,,obj_S,1601,,,,,100,,,,log,,hide,,0,1,0,4,100,1800,0,"ChestMerchant,8,5",weightMod/100,1,,,,,,,,,,noDrop,,,,,,
trashcan,ゴミ箱,,個,,trash can,,,container,,100,,obj,1528,,,,,100,,,factory_metal,"ingot/5,bolt/2",,iron,,900,6,1000,0,100,14000,0,Recycle,,1,,,,,,,,,,,,,,,,
trashbin,ゴミ箱,,個,,trash bin,,,container,,100,,obj_S,1522,,,,,100,,,factory_metal,"plank/1,string/1,nail/1",,oak,,400,4,1000,0,100,1200,0,Recycle,,1,,,,,,,,,,,,,,,,
statue_weird,くるまれた木像,,体,,Wrapped Wooden Statue,,,_item,,100,,obj_S flat,1538,,,,,0,,,,log,,oak,,8000,1,0,4,100,600,0,,,1,,,,,,,,,,,,,,,"片手で持てる程度の小さな木像だ。精巧に赤子を模し、薄汚れた麻にくるまれている。 ","A small wooden figure that can be held in one hand. It is delicately carved to resemble a baby and is wrapped in a soiled linen. "
plat,プラチナ硬貨,,枚,,platinum coin,,,currency,,100,,obj_S flat,1631,,,,,0,,,,ingot,,platinum,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,希少で価値の高い硬貨だ。,A rare and highly valued coin.
money2,金塊,,本,,gold bar,,,currency,,100,,obj_S flat,1632,,,,,0,,,,ingot,,gold,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,,,,fish,,,金を精製して一塊としたものだ。,A quantity of refined metallic gold.
money,オレン,,枚,,oren,,,currency,,100,,obj_S flat,1630,,,,,0,,,,-,,gold,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,ノースティリスで使われる通貨だ。,Standard currency of North Tyris.
medal,小さなメダル,,枚,,small medal,,,currency,,100,,obj_S flat,1629,,,,,0,,,,ingot,,gold,,0,1,0,4,100,0,0,CurrencyMedal,,1,,,,,,,,,money,hidden,,fish,,,取るに足らない古銭だ。収集者がいるらしい。,An old coin. It's rumored there are collectors.
casino_coin,カジノチップ,,枚,,casino chip,,,currency,,100,,obj_S flat,1731,,,,,0,,,,-,,plastic,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,,,,カジノで使われるチップだ。,A chip used in casinos.
gacha_coin_plat,異国の白銀貨,,枚,,strange platinum coin,,,currency,,100,,obj_S,1610,,,,,100,,,,ingot,,platinum,,0,1,0,4,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,珍しい絵柄が刻まれた異国の貨幣だ。,A coin with exotic symbol engraved.
gacha_coin_gold,異国の金貨,,枚,,strange gold coin,,,currency,,100,,obj_S,1610,,,,,100,,,,ingot,,gold,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,珍しい絵柄が刻まれた異国の貨幣だ。,A coin with exotic symbol engraved.
gacha_coin_silver,異国の銀貨,,枚,,strange silver coin,,,currency,,100,,obj_S,1610,,,,,100,,,,scrap,,silver,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,珍しい絵柄が刻まれた異国の貨幣だ。,A coin with exotic symbol engraved.
gacha_coin,異国の銅貨,,枚,,strange copper coin,,,currency,,100,,obj_S,1610,,,,,100,,,,scrap,,copper,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,money,,,fish,,,珍しい絵柄が刻まれた異国の貨幣だ。,A coin with exotic symbol engraved.
ecopo,エコポ,,枚,,ecopo,,,currency,,100,,obj_S flat,1628,,,,,0,,,,-,,paper,,0,1,0,0,100,0,0,Currency,,1,,,,,,,,,,,,fish,,,,
lucky_coin,ラッキーコイン,,枚,,Lucky Coin,,,currency,,100,,obj_S flat,1929,,,,,0,,,,-,,platinum,,100000,1,0,4,100,0,0,GainPrecious,,1,,,,,,,,,,,,fish,,,持つものに幸運をもたらすと噂されるコインだ。,A coin said to bring fortune to its possessor.
license_illumination,照明技師のライセンス,,枚,,Illumination Engineer License,,,scroll,,100,,obj_S flat,1643,,,,,0,,,,-,,paper,,20000,1,0,4,100,0,0,License,,1,,,,,,,,,,,,fish,,,照明技師のライセンスだ。所持することで、照明の色を自由に変えることができるようになる。,A license for Illumination Engineer. Possessing it allows you to freely change colors of lights.
license_void,すくつ探索許可証,,枚,,Void Exploration License,,,scroll,,100,,obj_S flat,1643,,,,,0,,,,-,,paper,,200000,1,0,4,100,0,0,License,,1,,,,,,,,,,,,fish,,,冒険者に謎の古代遺跡の探索を許可するライセンス。,A license permitting adventurers to explore the mysterious ancient ruins.
license_adv,上級冒険者ライセンス,,枚,,Advanced Adventurer License,,,scroll,,100,,obj_S flat,1644,,,,,0,,,,-,,paper,,150000,1,0,4,100,0,0,License,,1,,,,,,,,,,,,fish,,,上級冒険者であることを証明するライセンス。通常の冒険者の上限を超えて名声を獲得できるようになり、ティリスに危険なネフィアが生成されるようになる。,"A license that certifies the holder as an advanced adventurer, allowing acquisition of fame beyond the usual limits for adventurers and results in the generation of dangerous Nefias in Tyris."
ticket_furniture,家具徴収チケット,,枚,,furniture ticket,,,currency,,100,,obj_S flat,1627,,,,,0,,,,-,,paper,,1000,1,0,0,100,0,0,TicketFurniture,,1,,,,,,,,,,noWish,,,,,手にもって街に設置されている家具に使用することで、家具を徴収できるチケットだ。,A ticket that can be held and used on furniture installed in the town to collect it.
ticket_resident,住民勧誘チケット,,枚,,resident ticket,,,currency,,100,,obj_S flat,1828,,,,,0,,,,-,,paper,,1000,1,0,0,100,0,0,,,1,,,,,,,,,,,,,,,依頼掲示板の移住希望者を、一度だけ無料で勧誘できるチケットだ。,"A ticket that allows you to invite a potential resident from the quest board for free, once. "
ticket_massage,肩たたき券,,枚,,shoulder massage ticket,,,currency,,100,,obj_S flat,3205,,,,,0,,,,-,,paper,,1500,1,0,0,100,0,0,TicketMassage,,1,,,,,,,,,,,,,,,プレゼントすることで相手に肩をたたいてもらえる券だ。,A ticket that lets the recipient give you a pat on the back when given as a gift.
ticket_armpillow,腕枕一時間券,,枚,,one hour arm pillow ticket,,,currency,,100,,obj_S flat,3206,,,,,0,,,,-,,paper,,4000,1,0,0,100,0,0,TicketArmPillow,,1,,,,,,,,,,,,,,,プレゼントすることで相手に腕枕をしてもらえる券だ。,A ticket that lets the recipient give you an arm pillow when given as a gift.
ticket_champagne,シャンパンコール券,,枚,,champagne call ticket,,,currency,,100,,obj_S flat,3207,,,,,0,,,,-,,paper,,8000,1,0,0,100,0,0,TicketChampagne,,1,,,,,,,,,,,,,,,プレゼントすることで相手にシャンパンコールをしてもらえる券だ。,A ticket that lets the recipient perform a champagne call for you when given as a gift.
snow,雪,,握り,,snow,handful,,_drink,,100,,obj_S flat,"1301,1302",,,,,0,,,,-,,snow,,1,1,0,0,100,100,0,Snow,,1,,,,,,,,,,,,supply,,,,
water_dirty,汚水,,本,,dirty water,pot,,_drink,,100,,obj_S,1312,,,,,100,,,,potion_empty,,glass,,50,1,1000,0,100,100,0,"Drink,DrinkWaterDirty",,1,,,,,,,,,glass,"noShop,neg",,start,,,,
water,水,,本,,water,pot,,_drink,,100,,obj_S,1714,,,,,100,,,,potion_empty,,glass,,1200,1,25,0,100,100,0,"Drink,DrinkWater",,1,,,,,,,,,glass,noShop,,start,,,,
water_jure,ジュア水,,本,,jure water,pot,,_drink,,100,,obj_S,1208,,,,,100,,,,potion_empty,,glass,,8000,30,1,4,100,100,0,"Drink,DrinkWater",,1,,,,,,,,,glass,noShop,,start,,,,
bucket,水の入ったバケツ,,杯,,water,bucket,,_drink,,100,,obj_S flat,1717,,,,,100,,,,log,,oak,,1400,1,25,0,100,100,0,"Drink,DrinkWater",,1,,,,,,,,,,noShop,,start,,,,
potion,ポーション,#randomPotion,本,,,,#randomPotion,_drink,,100,,obj_S,1614,,,,,100,random,,,potion_empty,,glass,,100,1,2000,0,100,100,0,Potion,,1,,,,,,,,,glass,,,start,,,錬金された液体が保存された瓶だ。,A bottle containing brewed liquid.
potion_alchemy,ポーション,,本,,alchemy,potion,,_drink,,100,,obj_S,1551,,,,,100,random,*,tool_alchemy,"potion_empty,#herb,+neutralizer",,glass,,300,1,0,0,100,100,0,PotionAlchemy,,1,,,,,,,,,glass,,,start,,,錬金された液体が保存された瓶だ。,A bottle containing brewed liquid.
drug,薬,,錠,,,,,drug,,100,,obj_S flat,1311,,,,,100,random,,,log,,glass,,100,1,500,0,100,100,0,Drug,,1,,,,,,,,,glass,drug,,start,,,,
perfume,香水,,本,,perfume,,,_drink,,100,,obj_S,1906,,,,,100,random,,,potion_empty,,glass,,1000,15,50,0,100,100,0,Perfume,,1,,,,,,,,,glass,,,start,,,錬金された液体が保存された瓶だ。,A bottle containing brewed liquid.
milk,乳,,杯,,milk,,,milk,,100,,obj_S,3405,,,,,100,,,,log,,cream,,250,1,200,0,100,100,0,DrinkMilkMother,,1,,,,,,,,,glass,,,supply,,,,
drink,飲料,,本,,drink,bottle,,_drink,,100,,obj_S,2300,,,,,100,,,none,rock/1,,glass,,100,1,1000,0,100,100,0,Drink,,1,,,,,,,,,glass,,,,,,,
milkcan,ミルク缶,,本,,milk,can,,milk,,100,,obj_S,3419,,,,,100,,,,log,,process,,400,1,200,0,100,100,0,DrinkMilk,,1,,,,,,,,,glass,,,supply,,,,
furance,炉,,台,,furnace,,,crafter,,100,ObjHuge,obj,1617,,,,,100,,Starter,workbench2,"chunk/10,cutstone/6,brick/4",,soil,,4000,14,0,0,100,32000,0,WorkbenchFuel,,1,,,,,klin,,klin,amb_fire,,,,,,,,
workbench,作業台,,台,,workbench,,,crafter,,100,,obj,"1407,-1407,1507,-1507",,,,,100,,*,self,log/2,,pine,,400,1,0,0,100,8500,0,Workbench,,1,,,,,,,,,,,,,,,木で作られた最も基本的なクラフト設備だ。簡単な建材から加工設備まで、様々なアイテムが制作できる。,"A simple yet fundamental wooden crafting station. Used to make a wide range of items, from basic building materials to equipment."
workbench2,設計台,,台,,drafting table,,,crafter,,100,,obj,"1613,-1613,1713,-1713",,,,,100,,,workbench,"plank/8,cutstone/8,nail/4",,oak,,2000,8,0,0,100,8500,0,Workbench,,1,,,,,,,,,,,,,,,より高度な設備を設計するための設備だ。金属や硝子の加工をはじめ、熟練製作者向けの設備がクラフトできる。,"An equipment for designing advanced facilities. Enables crafting of equipment for skilled makers, starting with metal and glass processing."
loom,織機,,台,,loom,,,crafter,,100,ObjBig,obj,2815,,,,,100,,StarterEx,workbench2,"plank/4,rope/2,needle/6",,oak,,1000,13,0,0,100,15000,0,"Loom,weaving",,1,,,,,,,,,,,,,,,,
klin,かまど,,個,,kiln,,,processor,,100,ObjHuge,obj,2817,,,,,100,,*,workbench2,"chunk/20,cutstone/10",,soil,,1000,5,0,0,100,15000,0,Kiln,,1,,,,,klin,,klin,amb_fire,,,,,,,,
jewelybench,宝石研磨台,,台,,gem cutter,,,processor,,100,ObjBig,obj,2816,,,,,100,,StarterEx,workbench2,"plank/2,glass/4,microchip/2,ore_gem/6",,oak,,1000,10,0,0,100,15000,0,"GemCutter,jewelry",,1,,,,,,,,,,,,,,,,
machinebench,機械工の机,,台,,machine table,,,crafter,,100,,obj,2819,,,,,100,,StarterEx,workbench2,"ingot/8,microchip/4,nail/5",,oak,,1200,25,0,0,100,15000,-10,"Workbench,blacksmith",,1,,,,,gacha,,,,,,,,,,,
factory_sculpture,彫刻台,,台,,sculpting table,,,processor,,100,,obj,1443,,,,,100,,Starter,workbench,"plank/4,cutstone/6",,oak,,800,7,0,0,100,15000,0,"Sculpture,sculpture",,1,,,,,,,,,,,,,,,切り石やインゴットを削り彫像を作るための設備だ。倒したことのある生物の彫像を作れる。,A station for carving statues from cut stone or ingots. Allows the creation of statues of creatures you have defeated.
factory_wood,木工の机,,台,,carpenter's table,,,crafter,,82,ObjBig,obj,1547,,,,,100,,*,workbench,"plank/4,rock/2",,oak,,500,3,0,0,100,15000,0,"Workbench,carpentry",,1,,,,,,,,,,,,,,,木製のアイテムをクラフトするための設備だ。家具を中心に、初心者向けの木の装備やコンテナなど、多くの有用なアイテムが作れる。,"A station for crafting wooden items. Mainly used for furniture, but also allows beginners to make wooden equipment, containers, and many other useful items."
factory_glass,硝子工の机,,台,,glassmaker's table,,,crafter,,84,ObjBig,obj,1548,,,,,100,,*,workbench2,"plank/2,glass/8,nail/4",,oak,,700,10,0,0,100,15000,0,"Workbench,jewelry",,1,,,,,,,,,,,,,,,,
factory_alchemy,錬金机,,台,,alchemist's table,,,crafter,,84,ObjBig,obj,1548,,,,,100,,,,log,,oak,,700,10,0,0,100,15000,0,"AlchemyBench,alchemy",,1,,,,,,,,,,,,,,,,
factory_stone,石工の机,,台,,mason's table,,,crafter,,83,ObjBig,obj,1549,,,,,100,,,workbench,"plank/4,cutstone/6",,oak,,600,7,0,0,100,15000,0,"Workbench,sculpture",,1,,,,,,,,,,,,,,,石製のアイテムをクラフトするための設備だ。重く耐久性のある家具が製作できる。数は少ないものの、初心者向けの防具も作れる。,"A station for crafting stone items. Can be used to make heavy, durable furniture, as well as a small selection of beginner armor."
factory_metal,金属工の机,,台,,blacksmith's table,,,crafter,,85,ObjBig,obj,1551,,,,,100,,StarterEx,workbench2,"ingot/8,glass/3,scrap/5",,steel,,1000,15,0,0,100,15000,0,"Workbench,blacksmith",,1,,,,,,,,,,,,,,,,
factory_tinker,便利屋の机,,台,,tinker's table,,,crafter,,81,ObjBig,obj,1550,,,,,100,,*,workbench,"#table,#chair,bone/2",,oak,,400,5,0,0,100,15000,0,"Workbench,handicraft",,1,,,,,,,,,,,,,,,多種多様な工具を揃えた賑やかな作業台だ。農耕用具から楽器に至るまで、実に様々なツールを制作することができる。,"A lively workbench equipped with a wide variety of tools. Can be used to craft all sorts of tools, from farming implements to musical instruments."
factory_map,製図台,,台,,cartography table,,,crafter,,81,ObjBig,obj,"1556,-1556,1456,-1456",,,,,100,,StarterEx,workbench2,"#table,#chair,map_big,tool_art|easel",,oak,,1500,19,0,0,100,15000,0,"Workbench,travel",,1,,,,,,,,,,,,,,,,
factory_sign,立札工房,,台,,signboard workshop,,,crafter,,80,ObjBig,obj,1447,,,,,100,,,workbench,"plank/2,string/2,stick/2",,pine,,300,5,0,0,100,13500,0,"Workbench,handicraft",,1,,,,,,,,,,,,,,,立札や表札を作るための工房だ。家の外見を設定するハウスボードから、ゴミ捨て場や釣り場の立札など、拠点の運営に欠かせない様々な立札が製作できる。,"A workshop for crafting signboards and nameplates. From house boards that set a house’s appearance to signs for trash dumps and fishing spots, it produces a wide range of signs essential for running a settlement."
factory_hand,工作台,,台,,worktable,,,crafter,,80,ObjBig,obj,"1614,-1614,1714,-1714",,,,,100,,,,-,,pine,,500,1,0,0,100,13500,0,"Workbench,handicraft",,1,,,,,,,,,,,,,,,,
cauldron2,大釜,,個,,cauldron,,,crafter,,100,ObjBig,,0,,,,"2,2",100,,,,ingot/1,,iron,,1200,14,0,0,100,15000,0,"Cauldron,alchemy",,1,,,,,,,cauldron2,amb_pot,,,,,,,,
cauldron,大釜,,個,,cauldron,,,crafter,,100,ObjBig,obj,2823,,,,,100,,StarterEx,factory_tinker,"ingot/8,#drink/20",,iron,,1400,14,0,0,100,15000,0,"Cauldron,alchemy",,1,,,,,,,cauldron,amb_pot,,,,,,,,
cauldron_dark,闇鍋,,個,,dark pot,,,crafter,,100,ObjBig,obj,3323,3324,"8,200",,,100,,,,log,,iron,,9500,42,0,0,100,30000,0,"Cauldron,alchemy",,1,,,,,,,,amb_pot,,,,,,,,
dyemaker,染料釜,,個,,dye maker,,,processor,,100,ObjBig,obj,2923,,,,,100,,StarterEx,factory_tinker,"ingot/6,#drink/20,clay/4",,iron,,1200,22,0,0,100,15000,0,DyeMaker,,1,,,,,,,cauldron,amb_pot,,,,,,,煮込んだものから染料を抽出することができる大きな釜だ。,A large cauldron used to extract dye from boiled materials.
factory_floor,床工房,,台,,flooring workshop,,,crafter,,100,ObjBig,obj,1439,,,,,100,,Loytel,workbench,"plank/2,cutstone/2,rope/1",,oak,,450,7,0,0,100,15000,0,Workbench,,1,,,,,,,,,,,,,,,,
factory_block,ブロック工房,,台,,block workshop,,,crafter,,100,ObjBig,obj,1440,,,,,100,,Loytel,workbench,"plank/2,cutstone/4,rope/1",,oak,,500,10,0,0,100,15000,0,Workbench,,1,,,,,,,,,,,,,,,,
factory_wall,壁工房,,台,,wall workshop,,,crafter,,100,ObjBig,obj,1441,,,,,100,,Loytel,workbench,"plank/2,cutstone/2,rope/1",,oak,,550,7,0,0,100,15000,0,Workbench,,1,,,,,,,,,,,,,,,,
factory_platform,プラットフォーム工房,,台,,platform workshop,,,crafter,,100,ObjBig,obj,1442,,,,,100,,Loytel,workbench,"plank/4,cutstone/2,rope/1",,oak,,600,10,0,0,100,15000,0,Workbench,,1,,,,,,,,,,,,,,,,
anvil,金床,,個,,anvil,,,crafter,,100,,obj,"2821,-2821,2921,-2921",,,,,100,,StarterEx,workbench,ingot/8,,iron,,800,15,0,0,100,15000,0,"Anvil,blacksmith",,1,,,,,,,,,,,,,,,,
factory_accessory,装飾台,,台,,accessory table,,,crafter,,100,ObjBig,obj,1533,,,,,100,,*,workbench2,"plank/3,string/2,resin/8,needle/2",,oak,,900,7,0,0,100,15000,0,"Workbench,jewelry",,1,,,,,,,,,,,,,,,,
factory_armorLight,軽装鎧師の机,,台,,light armorer's table,,,crafter,,100,ObjBig,obj,1534,,,,,100,,,,"plank/3,nail/4,rope/2,#textile/6",,oak,,1000,8,0,0,100,15000,0,"Workbench,weaving",,1,,,,,,,,,,,,,,,,
factory_armorHeavy,重装鎧師の机,,台,,heavy armorer's table,,,crafter,,100,ObjBig,obj,1536,,,,,100,,,,"plank/4,nail/4,rope/2,ore/6",,oak,,1200,8,0,0,100,15000,0,"Workbench,blacksmith",,1,,,,,,,,,,,,,,,,
factory_gun,銃器鍛冶屋の机,,台,,gunsmith's table,,,crafter,,100,ObjBig,obj,1535,,,,,100,,,,"plank/3,ingot/6,scrap/5,resin/5",,oak,,1600,16,0,0,100,15000,0,"Workbench,blacksmith",,1,,,,,,,,,,,,,,,,
factory_bow,弓師の机,,台,,bowyer's table,,,crafter,,100,ObjBig,obj,1537,,,,,100,,,,"plank/8,cutstone/4,texture/4,needle/2",,oak,,800,6,0,0,100,15000,0,"Workbench,carpentry",,1,,,,,,,,,,,,,,,,
factory_barrel,銃身加工機,,台,,barrel processing machine,,,processor,,100,ObjBig,obj,1539,,,,,100,,StarterEx,workbench2,"plank/6,rope/2,ingot/5,nail/4",,oak,,1100,16,0,0,100,15000,0,BarrelMaker,,1,,,,,,,,,,,,,,,,
camppot,吊るし鍋,,個,,camp pot,,,crafter,,100,ObjBig,obj_S,1604,,,,,100,,,factory_tinker,"rock/3,rope/1,stick/2",,oak,,400,4,0,0,100,600,0,"CookingPot,cooking",,1,,,,,bonfire,,pot,amb_fire,,,,,,,枝に鍋を吊るした簡素な調理道具だ。主にスープ系の料理が作れる。,A simple cooking tool where a pot is hung from a branch. Mainly used for making soups.
beehive,養蜂箱,,個,,beehive,,,processor,,100,,obj,1908,1808,,,,100,,,workbench,"brick/5,queenbee/1,nail/2",,oak,,6000,30,0,0,100,15000,0,"Beekeep,2,2,crate,honey",,1,,,,,,,,,,,,,,,,
takomaker,たこ焼き製造機,,台,,takoyaki maker,,,crafter,,100,,obj,1453,1553,,,,100,,,,log,,iron,,8000,36,0,0,100,12000,0,"BBQ,cooking",,1,,,,,,,smelter,amb_bbq,,,,,,,,
bbq,バーベキューテーブル,,台,,BBQ table,,,crafter,,100,,obj,2806,,,,,100,,,machinebench,"ingot/4,microchip/1,bolt/2,log@carbone/8",,iron,,2400,17,0,0,100,12000,0,"BBQ,cooking",,1,,,,,,,smelter,amb_bbq,,,,,,,,
shelf_aging,熟成棚,,個,,aging shelf,,,processor,,100,ObjBig,obj tall,2808,2807,,,,100,,,workbench,"plank/3,stick/2,fertilizer/2",,oak,,2000,9,0,0,100,6500,0,"AgingShelf,2,2,crate,food",,1,,,,,,,,,,,,,,,,
brewery,醸造樽,,個,,brewery barrel,,,processor,,100,ObjBig,obj,2800,,,,,100,,,workbench,"log/4,rope/1,nail/2,fertilizer/1",,oak,,2500,11,0,0,100,8000,0,"Brewery,2,2,barrel,drink",,1,,,,,,,,,,,,,,,,
bonfire,焚き火,,個,,bonfire,,,crafter,,100,ObjBig,obj_S,1605,,,,,100,,*,self,"log,resin",,oak,,100,2,0,0,100,600,0,"Hearth,cooking",,1,,,,,bonfire,,bonfire,amb_fire,,,,,,,枕木の上に組まれた薪だ。火をくべることで簡単な料理もできる。,A pile of logs stacked on sleepers. Adding firewood allows for simple cooking.
spit_pig,こんがり豚,,個,,pig on a spit,,,crafter,,100,ObjBig,obj,2049,,"8,650",,,100,,,,"log,resin",,oak,,3200,13,1000,0,100,6500,0,Spit,,1,,,,,,,,,,,,,,,,
spit_dino,こんがり恐竜肉,,個,,dinosaur meat on a spit,,,crafter,,100,ObjBig,obj,2149,,"8,650",,,100,,,,"log,resin",,oak,,3200,13,1000,0,100,6500,0,Spit,,1,,,,,,,,,,,,,,,,
oven,オーブン,,台,,oven,,,crafter,,100,ObjHuge,obj,1617,,,,,100,,,workbench2,"brick/20,ingot/4",,soil,,2800,18,0,0,100,28000,0,"Oven,cooking",,1,,,,,klin,,klin,amb_fire,,,,,,,,
fireplace,暖炉,,個,,fireplace,,,crafter,,100,,obj,"1600,-1600,1700,-1700",,,,,100,,,factory_stone,"cutstone/10,brick/6,ingot/4",,granite,,3200,22,0,0,100,20000,0,"Hearth,cooking",,1,,,,,fireplace,,fireplace,amb_fire,,,,,,,,
dry_brick,日干し煉瓦,,個,,drying brick,,,processor,,100,,obj flat,"2910,-2910,2911,-2911","2810,-2810,2811,-2811",,,,100,,,workbench,"brick/4,fertilizer/2",,oak,,600,13,0,0,100,2100,0,"DryBrick,2,2,crate,food",,1,,,,,,,,,,,,,,,,
dry_rack,日干しラック,,個,,drying rack,,,processor,,100,,obj,"2842,-2842,2843,-2843","2942,-2942,2943,-2943",,,,100,,,workbench,"stick/2,rope/1,fertilizer/2",,oak,,800,13,0,0,100,3400,0,"DryBrick,2,2,crate,food",,1,,,,,,,,,,,,,,,,
microwave_oven,電子レンジ,,台,,microwave oven,,,crafter,,100,,obj,1821,1921,,,,100,,,machinebench,"ingot/4,glass/3,microchip/3",,plastic,,1800,24,0,0,100,3800,-50,"CookerMicrowave,cooking",,1,,,,,gacha,,,,,,,,,,,
chopper,まな板,,個,,cutting board,,,crafter,,100,,obj,721,,,,,100,,*,factory_tinker,"plank/2,fang/2,#dagger",,pine,,700,6,0,0,100,800,0,"Chopper,cooking",,1,,,,,,,,,,,,,,,板前御用達の調理道具だ。刺し身やサラダが作れる。,A chef’s essential tool. Used to prepare dishes like sashimi and salads.
mixer,ミキサー,,個,,mixer,,,crafter,,100,,obj,724,,,,,100,,*,factory_tinker,"rock/3,resin/4,clay/4",,granite,,1400,5,0,0,100,1200,0,"Mixer,cooking",,1,,,,,,,,,,,,,,,滑らかで冷たい石の器だ。デザートの料理道具としてよく使われる。,"A smooth, cool stone vessel. Often used as a dessert-making tool."
stove,調理機,,個,,cooker,,,crafter,,100,,obj,1516,,,,,100,,,factory_stone,"cutstone/6,#pot,#pot",,granite,,3600,15,0,0,100,12000,0,"Stove,cooking",,1,,,,,klin,,stove,amb_fire,,,,,"キッチン,厨房,食堂","Kitchen,Dining Room",,
sawmill,製材機,,台,,sawmill,,,processor,,100,,obj,"2812,-2812,2813,-2813",,,,,100,,*,workbench,"log/3,rock/3",,oak,,1000,2,0,0,100,15000,0,"SawMill,carpentry",,1,,,,,,,,,,,,,,,丸太や枝を加工するための加工設備だ。クラフトに欠かせない厚板や棒を制作できる。,A processing station for working logs and branches. Can be used to craft essential planks and sticks.
spinner,紡績機,,台,,spinner,,,processor,,100,ObjBig,obj,1445,,,,,100,,*,workbench2,"plank/6,rope/4,glass/4,needle/5",,oak,,1000,11,0,0,100,15000,0,"Spinner,weaving",,1,,,,,,,,,,,,,,,,
grindstone,回転砥石,,台,,grinding wheel,,,processor,,100,ObjBig,obj,1546,,,,,100,,,workbench2,"cutstone/10,rope/2,stick",,oak,,1000,9,0,0,100,15000,0,"Grindstone,blacksmith",,1,,,,,,,,,,,,,,,,
stonecutter,石切機,,台,,stonecutter,,,processor,,100,,obj,2814,,,,,100,,,workbench,"plank/2,rock/4,nail/1",,oak,,1000,6,0,0,100,15000,0,"StoneCutter,sculpture",,1,,,,,,,,,,,,,,,大きな円形の刃で石を切り出すための加工設備だ。石やクズ石を加工することができる。,A processing station with a large round blade used to cut stone. Allows processing of stone and pebbles.
